trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes,start_date
21309784,24 Hour Walk Up Pass,871,2019-11-27 16:01:08+00:00,2707,Rainey/Cummings,2563,Rainey/Davis,53,2019-11-27
21309798,24 Hour Walk Up Pass,220,2019-11-27 16:04:53+00:00,2707,Rainey/Cummings,2563,Rainey/Davis,50,2019-11-27
21308193,Pay-as-you-ride,280,2019-11-27 09:15:45+00:00,2569,East 11th/San Marcos,2565,6th/Trinity,13,2019-11-27
21309042,Local365,2351,2019-11-27 13:09:29+00:00,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,31,2019-11-27
21309420,Local365,1555,2019-11-27 14:37:43+00:00,2567,Barton Springs/Bouldin @ Palmer Auditorium,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,6,2019-11-27
21309109,Explorer,663,2019-11-27 13:20:32+00:00,3292,East 4th/Chicon,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,31,2019-11-27
21309114,Explorer,024G,2019-11-27 13:20:46+00:00,3292,East 4th/Chicon,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,31,2019-11-27
21308028,Local365,305G,2019-11-27 08:11:56+00:00,2549,South 1st/Riverside @ Long Center,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,6,2019-11-27
21308872,Local365,2351,2019-11-27 12:34:54+00:00,2552,3rd/West,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,18,2019-11-27
21309330,Local365,2351,2019-11-27 14:15:54+00:00,2552,3rd/West,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,45,2019-11-27
21309168,Local365,1531,2019-11-27 13:36:33+00:00,2563,Rainey/Davis,2567,Barton Springs/Bouldin @ Palmer Auditorium,18,2019-11-27
21309579,Local365,1555,2019-11-27 15:17:04+00:00,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,2567,Barton Springs/Bouldin @ Palmer Auditorium,5,2019-11-27
21309337,Local365,1555,2019-11-27 14:17:04+00:00,3377,Veterans/Atlanta @ MoPac Ped Bridge,2567,Barton Springs/Bouldin @ Palmer Auditorium,11,2019-11-27
21309445,Local365,3,2019-11-27 14:44:56+00:00,2711,Barton Springs/Kinney,2567,Barton Springs/Bouldin @ Palmer Auditorium,4,2019-11-27
21308465,Local365,440,2019-11-27 10:57:01+00:00,2539,3rd/Trinity @ The Convention Center,2569,East 11th/San Marcos,12,2019-11-27
21310011,Local365,3,2019-11-27 17:00:14+00:00,2567,Barton Springs/Bouldin @ Palmer Auditorium,2571,8th/Red River,17,2019-11-27
21309434,Pay-as-you-ride,208,2019-11-27 14:40:45+00:00,2572,Barton Springs Pool,2572,Barton Springs Pool,21,2019-11-27
21309694,Explorer,529,2019-11-27 15:42:56+00:00,3790,Lake Austin Blvd/Deep Eddy,2574,Zilker Park,30,2019-11-27
21309656,Explorer,963,2019-11-27 15:33:50+00:00,3791,Lake Austin/Enfield,2574,Zilker Park,39,2019-11-27
21309542,Single Trip (Pay-as-you-ride),080G,2019-11-27 15:09:07+00:00,2570,South Congress/Academy,2574,Zilker Park,23,2019-11-27
21309547,Single Trip (Pay-as-you-ride),349G,2019-11-27 15:09:42+00:00,2570,South Congress/Academy,2574,Zilker Park,23,2019-11-27
21308571,Explorer,88,2019-11-27 11:24:35+00:00,2574,Zilker Park,2574,Zilker Park,5,2019-11-27
21308562,Explorer,893,2019-11-27 11:23:04+00:00,2574,Zilker Park,2574,Zilker Park,6,2019-11-27
21308471,Explorer,113G,2019-11-27 10:58:50+00:00,2494,2nd/Congress,2574,Zilker Park,24,2019-11-27
21308470,Explorer,043G,2019-11-27 10:58:50+00:00,2494,2nd/Congress,2574,Zilker Park,24,2019-11-27
21309751,Explorer,928,2019-11-27 15:52:50+00:00,2503,South Congress/James,2574,Zilker Park,32,2019-11-27
21309727,Explorer,2095,2019-11-27 15:48:17+00:00,2503,South Congress/James,2574,Zilker Park,36,2019-11-27
21309735,Explorer,893,2019-11-27 15:49:23+00:00,2503,South Congress/James,2574,Zilker Park,35,2019-11-27
21309929,Single Trip (Pay-as-you-ride),815,2019-11-27 16:37:25+00:00,2575,Riverside/South Lamar,2575,Riverside/South Lamar,22,2019-11-27
21309142,Pay-as-you-ride,871,2019-11-27 13:28:35+00:00,2707,Rainey/Cummings,2707,Rainey/Cummings,33,2019-11-27
21308980,Local365,3,2019-11-27 12:54:19+00:00,2567,Barton Springs/Bouldin @ Palmer Auditorium,2711,Barton Springs/Kinney,3,2019-11-27
21309002,Explorer,024G,2019-11-27 13:01:29+00:00,3619,6th/Congress,3292,East 4th/Chicon,19,2019-11-27
21309000,Explorer,663,2019-11-27 13:01:16+00:00,3619,6th/Congress,3292,East 4th/Chicon,19,2019-11-27
21309229,Explorer,610,2019-11-27 13:53:01+00:00,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,3377,Veterans/Atlanta @ MoPac Ped Bridge,9,2019-11-27
21308748,Single Trip (Pay-as-you-ride),430,2019-11-27 11:59:16+00:00,2575,Riverside/South Lamar,3377,Veterans/Atlanta @ MoPac Ped Bridge,15,2019-11-27
21308736,Single Trip (Pay-as-you-ride),1555,2019-11-27 11:58:31+00:00,2575,Riverside/South Lamar,3377,Veterans/Atlanta @ MoPac Ped Bridge,16,2019-11-27
21310024,Local365,922,2019-11-27 17:05:20+00:00,2552,3rd/West,3390,6th/Brazos,8,2019-11-27
21309253,Explorer,1471,2019-11-27 13:57:53+00:00,3513,South Congress/Barton Springs @ The Austin American-Statesman,3513,South Congress/Barton Springs @ The Austin American-Statesman,52,2019-11-27
21309268,Explorer,554,2019-11-27 14:00:27+00:00,3513,South Congress/Barton Springs @ The Austin American-Statesman,3513,South Congress/Barton Springs @ The Austin American-Statesman,49,2019-11-27
21309273,Explorer,240,2019-11-27 14:01:53+00:00,3513,South Congress/Barton Springs @ The Austin American-Statesman,3513,South Congress/Barton Springs @ The Austin American-Statesman,48,2019-11-27
21309614,Local365,1531,2019-11-27 15:24:15+00:00,2494,2nd/Congress,3513,South Congress/Barton Springs @ The Austin American-Statesman,3,2019-11-27
21309851,Single Trip (Pay-as-you-ride),75,2019-11-27 16:19:53+00:00,2494,2nd/Congress,3513,South Congress/Barton Springs @ The Austin American-Statesman,31,2019-11-27
21309854,Single Trip (Pay-as-you-ride),920,2019-11-27 16:20:37+00:00,2494,2nd/Congress,3513,South Congress/Barton Springs @ The Austin American-Statesman,30,2019-11-27
21310315,Local365,1555,2019-11-27 19:21:23+00:00,2567,Barton Springs/Bouldin @ Palmer Auditorium,3619,6th/Congress,9,2019-11-27
21310248,Local365,661,2019-11-27 18:47:13+00:00,3390,6th/Brazos,3621,3rd/Nueces,6,2019-11-27
21309385,Single Trip (Pay-as-you-ride),2274,2019-11-27 14:30:26+00:00,3513,South Congress/Barton Springs @ The Austin American-Statesman,3687,Boardwalk West,6,2019-11-27
21310364,Local365,1545,2019-11-27 19:52:29+00:00,2549,South 1st/Riverside @ Long Center,3687,Boardwalk West,7,2019-11-27
21310558,U.T. Student Membership,303G,2019-11-27 21:44:18+00:00,3798,21st/Speedway @ PCL,3792,22nd/Pearl,6,2019-11-27
21308541,24 Hour Walk Up Pass,683,2019-11-27 11:16:10+00:00,4052,Rosewood/Angelina,3794,Dean Keeton/Speedway ,33,2019-11-27
21308543,24 Hour Walk Up Pass,034G,2019-11-27 11:17:13+00:00,4052,Rosewood/Angelina,3794,Dean Keeton/Speedway ,32,2019-11-27
21309130,Local365,772,2019-11-27 13:25:23+00:00,3798,21st/Speedway @ PCL,3794,Dean Keeton/Speedway ,5,2019-11-27
21308610,Local365,2197,2019-11-27 11:31:15+00:00,3799,23rd/San Jacinto @ DKR Stadium,3794,Dean Keeton/Speedway ,6,2019-11-27
21310445,Local365,2351,2019-11-27 20:40:22+00:00,2547,21st/Guadalupe,3794,Dean Keeton/Speedway ,13,2019-11-27
21309010,Single Trip (Pay-as-you-ride),511,2019-11-27 13:03:49+00:00,3795,Dean Keeton/Whitis,3795,Dean Keeton/Whitis,60,2019-11-27
21309196,U.T. Student Membership,057G,2019-11-27 13:43:37+00:00,3798,21st/Speedway @ PCL,3795,Dean Keeton/Whitis,43,2019-11-27
21309201,Single Trip (Pay-as-you-ride),153,2019-11-27 13:44:55+00:00,3798,21st/Speedway @ PCL,3795,Dean Keeton/Whitis,19,2019-11-27
21309205,Single Trip (Pay-as-you-ride),907,2019-11-27 13:45:37+00:00,3798,21st/Speedway @ PCL,3795,Dean Keeton/Whitis,18,2019-11-27
21307799,U.T. Student Membership,040G,2019-11-27 00:21:41+00:00,3792,22nd/Pearl,3798,21st/Speedway @ PCL,4,2019-11-27
21308719,Local365,854,2019-11-27 11:55:59+00:00,3794,Dean Keeton/Speedway ,3798,21st/Speedway @ PCL,5,2019-11-27
21309043,Single Trip (Pay-as-you-ride),382,2019-11-27 13:10:03+00:00,3795,Dean Keeton/Whitis,3798,21st/Speedway @ PCL,33,2019-11-27
21309048,Single Trip (Pay-as-you-ride),3471,2019-11-27 13:10:49+00:00,3795,Dean Keeton/Whitis,3798,21st/Speedway @ PCL,33,2019-11-27
21308160,U.T. Student Membership,057G,2019-11-27 09:04:16+00:00,2548,Guadalupe/West Mall @ University Co-op,3798,21st/Speedway @ PCL,3,2019-11-27
21310534,U.T. Student Membership,303G,2019-11-27 21:34:14+00:00,2548,Guadalupe/West Mall @ University Co-op,3798,21st/Speedway @ PCL,3,2019-11-27
21307839,U.T. Student Membership,772,2019-11-27 05:12:49+00:00,3838,26th/Nueces,3798,21st/Speedway @ PCL,5,2019-11-27
21308554,U.T. Student Membership,58,2019-11-27 11:20:19+00:00,3838,26th/Nueces,3798,21st/Speedway @ PCL,5,2019-11-27
21310491,Local365,2351,2019-11-27 21:01:50+00:00,3794,Dean Keeton/Speedway ,3799,23rd/San Jacinto @ DKR Stadium,4,2019-11-27
21308607,Local365,14151,2019-11-27 11:30:50+00:00,3799,23rd/San Jacinto @ DKR Stadium,3799,23rd/San Jacinto @ DKR Stadium,1,2019-11-27
21308639,Local365,460,2019-11-27 11:37:22+00:00,3794,Dean Keeton/Speedway ,3838,26th/Nueces,25,2019-11-27
21309206,Local365,549,2019-11-27 13:45:38+00:00,3793,28th/Rio Grande,3841,23rd/Rio Grande,3,2019-11-27
21308705,Local365,388,2019-11-27 11:52:53+00:00,3793,28th/Rio Grande,3841,23rd/Rio Grande,4,2019-11-27
